ID,FullName,Nationaility,Position,BirthDate,Height,Weight
32845,Ciaron Brown,Northern Ireland,Defender,14/01/1998,185,
2836,Matthew Connolly,England,Defender,24/09/1987,188,
4248,Carl Jenkinson,England,Defender,08/02/1992,185,
23815,Curtis Jones,England,Midfielder,30/01/2001,185,75
10422,Matt Macey,England,Goalkeeper,09/09/1994,205,
33166,Jack Bearne,England,Midfielder,15/09/2001,,
33158,Pontus Dahlberg,Sweden,Goalkeeper,21/01/1999,194,
108612,Frank Onyeka,Nigeria,Midfielder,01/01/1998,183,
23810,Anthony Driscoll-Glennon,England,Defender,26/11/1999,181,
3831,Danny Ward,England,Forward,11/12/1991,178,
15994,Allan,Brazil,Midfielder,08/01/1991,173,73
24695,Soufyan Ahannach,Netherlands,Midfielder,09/09/1995,179,
51505,Max Thompson,England,Forward,09/02/2002,,
66564,Billy Koumetio,France,Defender,14/11/2002,,
8245,Danny Ings,England,Forward,23/07/1992,178,73
19626,Pierluigi Gollini,Italy,Goalkeeper,18/03/1995,194,94
9426,Adam Webster,England,Defender,04/01/1995,191,75
4007,Sam Vokes,Wales,Forward,21/10/1989,186,
8900,Tyrone Mings,England,Defender,13/03/1993,196,77
24347,Rarmani Edmonds-Green,England,Defender,14/01/1999,,
3801,Jonathan Hogg,England,Midfielder,06/12/1988,170,
10455,Kieran Dowell,England,Midfielder,10/10/1997,175,70
99282,Roméo Lavia,Belgium,Midfielder,06/01/2004,,
4601,Artur Boruc,Poland,Goalkeeper,20/02/1980,193,
10079,Nick Pope,England,Goalkeeper,19/04/1992,191,76
10881,Jack Stacey,England,Defender,06/04/1996,180,
21774,Jan Mlakar,Slovenia,Forward,23/10/1998,183,
23869,Jack Bycroft,England,Goalkeeper,21/09/2001,,
11364,Islam Slimani,Algeria,Forward,18/06/1988,188,
19929,Ian Poveda-Ocampo,England,Forward,09/02/2000,165,
4813,Dejan Lovren,Croatia,Defender,05/07/1989,188,
14592,Martell Taylor-Crossdale,England,Forward,26/12/1999,,
13703,Aaron Ramsdale,England,Goalkeeper,14/05/1998,188,77
23612,Cengiz Ünder,Turkey,Forward,14/07/1997,173,
32989,Michael Olise,France,Midfielder,12/12/2001,176,
26220,Robin Koch,Germany,Defender,17/07/1996,192,85
51561,Layton Stewart,England,Forward,03/09/2002,,
24994,Patson Daka,Zambia,Forward,09/10/1998,183,71
19894,Mungo Bridge,England,Forward,12/09/2000,,
5570,Nicolas Nkoulou,Cameroon,Defender,27/03/1990,184,77
117497,Yoane Wissa,DR Congo,Midfielder,03/09/1996,176,74
4545,Massadio Haïdara,Mali,Defender,02/12/1992,179,
64142,Shola Shoretire,England,Forward,02/02/2004,170,
4356,Anthony Pilkington,Ireland,Midfielder,06/06/1988,180,
14902,Owen Bailey,England,Defender,22/01/1999,,
14446,Joseph Willock,England,Midfielder,20/08/1999,179,71
16642,Nélson Semedo,Portugal,Defender,16/11/1993,177,67
4030,Laurent Koscielny,France,Defender,10/09/1985,186,
3995,Scott Malone,England,Defender,25/03/1991,189,
4645,Alfred N'Diaye,Senegal,Midfielder,06/03/1990,193,
65782,Jonathan Rowe,England,Forward,30/04/2003,173,
33135,Jack Harrison,England,Midfielder,20/11/1996,175,70
19999,Jamal Balogun,England,Defender,18/01/2000,,
4421,Gylfi Sigurdsson,Iceland,Midfielder,08/09/1989,186,
14608,Jayden Bogle,England,Defender,27/07/2000,178,
66378,Illan Meslier,France,Goalkeeper,02/03/2000,193,74
4474,Héctor Bellerín,Spain,Defender,19/03/1995,178,
16524,Arnaut Danjuma,Netherlands,Forward,31/01/1997,178,
23994,Owen Otasowie,United States,Midfielder,06/01/2001,191,
3820,Phil Jones,England,Defender,21/02/1992,180,71
3613,Chris Smalling,England,Defender,22/11/1989,194,
4503,Eden Hazard,Belgium,Forward,07/01/1991,175,
27277,Marc Cucurella,Spain,Defender,22/07/1998,172,66
4354,Andrew Crofts,Wales,Midfielder,29/05/1984,175,
14481,Harry McKirdy,England,Forward,29/03/1997,175,
7336,Vladimir Coufal,Czech Republic,Defender,22/08/1992,179,76
107846,Lamare Bogarde,Netherlands,Midfielder,05/01/2004,,
51563,Max Woltman,England,Forward,20/08/2003,,
4115,Ross Barkley,England,Midfielder,05/12/1993,189,76
47181,Samir,Brazil,Defender,05/12/1994,189,73
5748,Alphonse Areola,France,Goalkeeper,27/02/1993,195,94
3242,Charlie Daniels,England,Defender,07/09/1986,178,
24001,Kayne Ramsay,England,Defender,10/10/2000,,
5698,Gonzalo Higuaín,Argentina,Forward,10/12/1987,186,
14827,Callum Whelan,England,Midfielder,24/09/1998,,
3062,Ashley Young,England,Defender,09/07/1985,175,65
7163,Dani Ceballos,Spain,Midfielder,07/08/1996,179,
11366,André Carrillo,Peru,Midfielder,14/06/1991,182,
8586,Jeff Hendrick,Ireland,Midfielder,31/01/1992,185,
5806,Willian José,Brazil,Forward,23/11/1991,189,
4916,Toby Alderweireld,Belgium,Defender,02/03/1989,186,
49270,James McAtee,England,Midfielder,18/10/2002,,
15002,Callum Slattery,England,Midfielder,08/02/1999,175,
51423,John McGinn,Scotland,Midfielder,18/10/1994,178,68
8192,Bobby De Cordova-Reid,Jamaica,Forward,02/02/1993,170,
13240,Jonathan Kodjia,Cote D’Ivoire,Forward,22/10/1989,191,
98258,Matthew Cox,England,Goalkeeper,02/05/2003,,
20064,Jeremy Ngakia,England,Defender,07/09/2000,,
20723,Steven Alzate,Colombia,Midfielder,08/09/1998,180,75
15119,Anton Walkes,England,Defender,08/02/1997,187,
15017,Tyreke Johnson,England,Forward,03/11/1998,185,
32298,Edo Kayembe,DR Congo,Midfielder,03/06/1998,183,77
3934,Matt Ritchie,Scotland,Midfielder,10/09/1989,172,76
24679,James Daly,England,Forward,12/01/2000,,
5066,Victor Lindelöf,Sweden,Defender,17/07/1994,187,80
51574,Tyler Morton,England,Midfielder,31/10/2002,,
3312,Kyle Bartley,England,Defender,22/05/1991,185,
5239,Mohamed Elneny,Egypt,Midfielder,11/07/1992,180,70
11034,Richairo Zivkovic,Netherlands,Forward,05/09/1996,187,
14805,Phil Foden,England,Midfielder,28/05/2000,171,70
2620,Gary Cahill,England,Defender,19/12/1985,193,
7975,David Raya,Spain,Goalkeeper,15/09/1995,183,80
5051,João Cancelo,Portugal,Defender,27/05/1994,182,74
4634,Jack Butland,England,Goalkeeper,10/03/1993,196,95
12114,Cenk Tosun,Turkey,Forward,07/06/1991,183,78
50234,Gabriel Magalhães,Brazil,Defender,19/12/1997,190,78
66658,Samuel Edozie,England,Forward,28/01/2003,,
32700,Przemyslaw Placheta,Poland,Midfielder,23/03/1998,177,72
1308,Gareth Barry,England,Midfielder,23/02/1981,185,
6030,Salomón Rondón,Venezuela,Forward,16/09/1989,186,98
14657,Steven Sessegnon,England,Defender,18/05/2000,175,
24220,Karlo Ziger,Croatia,Goalkeeper,11/05/2001,,
19970,Max Aarons,England,Defender,04/01/2000,178,69
6251,Henri Saivet,Senegal,Midfielder,26/10/1990,174,
15333,Cédric Kipré,Cote D’Ivoire,Defender,09/12/1996,193,
49193,Bojan Radulović,Serbia,Forward,29/12/1999,191,
9117,Ben Gibson,England,Defender,15/01/1993,185,78
3457,Jason Steele,England,Goalkeeper,18/08/1990,188,79
14450,Reiss Nelson,England,Forward,10/12/1999,175,
35781,Allan Tchaptchet,France,Defender,21/12/2001,193,
24708,Faustino Anjorin,England,Midfielder,23/11/2001,185,
5754,Thiago Silva,Brazil,Defender,22/09/1984,183,79
20048,Josh Maja,Nigeria,Forward,27/12/1998,180,
5467,Alex Telles,Brazil,Defender,15/12/1992,181,71
35733,Matej Kovár,Czech Republic,Goalkeeper,17/05/2000,184,
5907,Bernard,Brazil,Forward,08/09/1992,164,
50252,Nicolas Pépé,Cote D’Ivoire,Forward,29/05/1995,183,73
109775,Sammy Braybrooke,England,Midfielder,12/03/2004,,
32673,Rhys Norrington-Davies,Wales,Defender,22/04/1999,181,
15114,Brandon Austin,England,Goalkeeper,07/01/1999,188,82
108924,Maksim Paskotsi,Estonia,Defender,19/01/2003,,
9947,Troy Deeney,England,Forward,29/06/1988,183,
4074,Matt Phillips,Scotland,Midfielder,13/03/1991,185,
25266,Mason Greenwood,England,Forward,01/10/2001,181,70
74739,Brooklyn Genesini,England,Defender,12/12/2001,,
5067,Bernardo Silva,Portugal,Midfielder,10/08/1994,173,64
4864,Conor Townsend,England,Defender,04/03/1993,168,
4796,Mamadou Sakho,France,Defender,13/02/1990,187,
2100,James Milner,England,Midfielder,04/01/1986,175,70
21518,Finn Azaz,England,Midfielder,07/09/2000,,
72371,João Pedro,Brazil,Forward,26/09/2001,182,70
63633,Alexis Mac Allister,Argentina,Midfielder,24/12/1998,176,72
20479,Wilfred Ndidi,Nigeria,Midfielder,16/12/1996,183,74
66494,Emil Krafth,Sweden,Defender,02/08/1994,184,83
24128,Milot Rashica,Kosovo,Midfielder,28/06/1996,177,73
23739,Michael Collins,England,Defender,22/09/2000,,
8045,Steve Cook,England,Defender,19/04/1991,185,
49716,Rúnar Rúnarsson,Iceland,Goalkeeper,18/02/1995,186,
66221,Charlie Webster,England,Midfielder,31/01/2004,,
21584,Eberechi Eze,England,Midfielder,29/06/1998,,
10565,James Bree,England,Defender,11/12/1997,172,
9257,Jamaal Lascelles,England,Defender,11/11/1993,188,89
11241,Erdal Rakip,North Macedonia,Midfielder,13/02/1996,180,
4539,Wilfried Zaha,Cote D’Ivoire,Forward,10/11/1992,180,66
19928,Taylor Richards,England,Midfielder,04/12/2000,180,
15374,Josh Sims,England,Midfielder,28/03/1997,174,
15239,Daniel Armstrong,Scotland,Midfielder,11/10/1997,175,
14441,Josh Benson,England,Midfielder,05/12/1999,175,
4618,Adam Lallana,England,Midfielder,10/05/1988,172,73
15116,Japhet Tanganga,England,Defender,31/03/1999,184,76
21506,Jonathan De Bie,Belgium,Goalkeeper,28/05/2000,,
15118,Joy Mukena,England,Defender,03/07/1999,,
4785,Allan McGregor,Scotland,Goalkeeper,31/01/1982,183,
9363,Conor Washington,Northern Ireland,Forward,18/05/1992,178,
8945,Sam Byram,England,Defender,16/09/1993,180,72
3169,Tim Krul,Netherlands,Goalkeeper,03/04/1988,188,84
33066,Onel Hernández,Cuba,Midfielder,01/02/1993,172,
15211,Conor Coventry,Ireland,Midfielder,25/03/2000,177,
14566,Jared Thompson,Northern Ireland,Goalkeeper,23/02/1999,,
15375,Marcus Barnes,England,Forward,01/12/1996,185,
24341,Bryce Hosannah,England,Defender,08/04/1999,,
7114,Georginio Wijnaldum,Netherlands,Midfielder,11/11/1990,175,
51559,Thomas Hill,England,Forward,13/10/2002,,
8171,Solly March,England,Midfielder,20/07/1994,180,88
75317,Peter Keen,England,Goalkeeper,16/11/1976,183,
13509,Ryan Kent,England,Forward,11/11/1996,172,
51464,Jayden Bennetts,England,Midfielder,26/06/2001,,
26977,Josh Martin,England,Midfielder,09/09/2001,,
10559,Daniel Agyei,England,Forward,01/06/1997,183,
23575,Filip Krovinovic,Croatia,Midfielder,29/08/1995,175,
25892,Kevin Danso,Austria,Defender,19/09/1998,190,
14665,Jayden Harris,England,Midfielder,04/09/1999,,
52201,Joel Lopez Salguero,Spain,Defender,31/03/2002,,
24659,Nathan Collins,Ireland,Defender,30/04/2001,193,
50989,Claudio Gomes,France,Midfielder,23/07/2000,164,
3830,Lee Chung-Yong,South Korea,Midfielder,02/07/1988,180,
9431,Ricky Holmes,England,Midfielder,19/06/1987,173,
14758,Ben Woodburn,Wales,Midfielder,15/10/1999,174,
3049,Henri Lansbury,England,Midfielder,12/10/1990,183,
15687,Juninho Bacuna,Curacao,Midfielder,07/08/1997,178,
114485,Josh Feeney,England,Midfielder,06/05/2005,,
12949,Luciano Vietto,Argentina,Forward,05/12/1993,174,
16607,Florian Lejeune,France,Defender,20/05/1991,189,
14676,Luca de la Torre,United States,Midfielder,23/05/1998,177,
22866,Juraj Kucka,Slovakia,Midfielder,26/02/1987,186,86
20941,Rayhaan Tulloch,England,Midfielder,20/01/2001,178,
98303,Taylor Jay-Hart,England,Midfielder,18/12/2003,179,
77990,Alfie Devine,England,Midfielder,01/08/2004,179,75
3362,Patrick van Aanholt,Netherlands,Defender,29/08/1990,176,
4505,John Stones,England,Defender,28/05/1994,188,70
19609,Michael Hefele,Germany,Defender,01/09/1990,192,
23797,Sidnei Tavares,Portugal,Midfielder,29/09/2001,,
13195,Sam Surridge,England,Forward,28/07/1998,191,
13869,Kyle Edwards,England,Midfielder,17/02/1998,172,
20750,Hakim Ziyech,Morocco,Midfielder,19/03/1993,180,65
13387,Ramiro Mori,Argentina,Defender,05/03/1991,186,
14574,Jacob Maddox,England,Midfielder,03/11/1998,179,
11044,Aymeric Laporte,Spain,Defender,27/05/1994,191,86
23593,Ibrahima Konaté,France,Defender,25/05/1999,194,95
23396,Bruno Fernandes,Portugal,Midfielder,08/09/1994,179,69
13561,Timothy Fosu-Mensah,Netherlands,Defender,02/01/1998,185,
9595,Michail Antonio,Jamaica,Forward,28/03/1990,180,82
33175,Mika Biereth,England,Forward,08/02/2003,,
15558,Moritz Leitner,Germany,Midfielder,08/12/1992,174,
14569,Marc Guéhi,England,Defender,13/07/2000,182,82
9457,Josh Brownhill,England,Midfielder,19/12/1995,180,69
5804,Álvaro Morata,Spain,Forward,23/10/1992,190,
14650,Taye Ashby-Hammond,England,Goalkeeper,21/03/1999,186,
8878,Tommy Smith,England,Defender,14/04/1992,186,
22052,Phil Ofosu-Ayeh,Ghana,Defender,15/09/1991,181,
8578,Max Lowe,England,Defender,11/05/1997,175,
4931,Saúl Ñíguez,Spain,Midfielder,21/11/1994,184,76
20171,Rúben Vinagre,Portugal,Defender,09/04/1999,174,
9664,Jack Payne,England,Midfielder,25/10/1994,165,
2047,Jonathan Walters,Ireland,Forward,20/09/1983,183,
13283,Kasey Palmer,Jamaica,Midfielder,09/11/1996,175,
21614,Sander Berge,Norway,Midfielder,14/02/1998,195,
63836,Bobby Thomas,England,Defender,30/01/2001,,
20088,Prince Alban Oniangué,Congo,Midfielder,04/11/1988,190,
4509,John Lundstram,England,Midfielder,18/02/1994,181,
4640,Jordan Pickford,England,Goalkeeper,07/03/1994,185,77
19922,Felix Nmecha,Germany,Midfielder,10/10/2000,188,
88771,Wanya Madavidua,England,Midfielder,,,
22548,Marcelo Djaló,Guinea-Bissau,Defender,08/10/1993,193,
51810,Toby King,England,Midfielder,04/01/2002,,
5865,Youri Tielemans,Belgium,Midfielder,07/05/1997,176,72
11033,Anwar El Ghazi,Netherlands,Midfielder,03/05/1995,188,90
21611,Lovre Kalinic,Croatia,Goalkeeper,03/04/1990,201,
13492,N'Golo Kanté,France,Midfielder,29/03/1991,168,68
6058,Nicolás Otamendi,Argentina,Defender,12/02/1988,183,
32998,Harrison Sohna,England,Midfielder,01/07/2002,,
4985,Bernd Leno,Germany,Goalkeeper,04/03/1992,190,83
22870,Patrick Cutrone,Italy,Forward,03/01/1998,183,
20787,Max Taylor,England,Defender,10/01/2000,,
14793,Luke Bolton,England,Midfielder,07/10/1999,174,
4749,Lewis Baker,England,Midfielder,25/04/1995,182,
13228,Niki Mäenpää,Finland,Goalkeeper,23/01/1985,190,
4549,Moussa Sissoko,France,Midfielder,16/08/1989,187,83
913,Michael Stensgaard,Denmark,Goalkeeper,01/09/1974,188,
9246,Ivan Toney,England,Forward,16/03/1996,179,70
66578,Reece Welch,England,Defender,19/09/2003,,
13988,Dean Henderson,England,Goalkeeper,12/03/1997,188,85
13340,Luke Dreher,England,Midfielder,27/11/1998,184,
5174,Cristián Cuevas,Chile,Defender,02/04/1995,173,
4487,Matthew Lowton,England,Defender,09/06/1989,180,78
45351,Marvelous Nakamba,Zimbabwe,Midfielder,19/01/1994,178,71
11180,Rúben Neves,Portugal,Midfielder,13/03/1997,180,80
4125,Cauley Woodrow,England,Forward,02/12/1994,184,
75372,Lukas Jensen,Denmark,Goalkeeper,18/03/1999,198,
23556,Mathias Normann,Norway,Midfielder,28/05/1996,179,75
14571,Reece James,England,Defender,08/12/1999,182,82
15418,Moses Makasi,England,Midfielder,22/09/1995,,
5810,Claudio Bravo,Chile,Goalkeeper,13/04/1983,184,
23702,Callum Hudson-Odoi,England,Forward,07/11/2000,182,76
9474,Aaron Tshibola,DR Congo,Midfielder,02/01/1995,190,
14283,George Hirst,England,Forward,15/02/1999,191,
49726,Mathias Jensen,Denmark,Midfielder,01/01/1996,180,68
14807,Lukas Nmecha,Germany,Forward,14/12/1998,185,
7431,Ibrahima Cissé,Guinea,Midfielder,28/02/1994,184,
74590,Andi Janjeva,Kosovo,Defender,11/10/2002,,
66362,Gonçalo Cardoso,Portugal,Defender,21/10/2000,189,
14149,Sam Woods,England,Defender,11/09/1998,,
25068,Morgan Sanson,France,Midfielder,18/08/1994,180,73
31936,Iliman Ndiaye,France,Midfielder,06/03/2000,180,
51238,Caleb Watts,Australia,Midfielder,16/01/2002,171,
14720,Daniel Atherton,England,Goalkeeper,18/12/1999,,
66670,Fábio Silva,Portugal,Forward,19/07/2002,185,75
4856,Kadeem Harris,England,Midfielder,08/06/1993,175,
4612,Jack Stephens,England,Defender,27/01/1994,185,75
15135,Jack Roles,Cyprus,Midfielder,26/02/1999,,
4161,Chicharito,Mexico,Forward,01/06/1988,175,
4287,Juan Mata,Spain,Midfielder,28/04/1988,170,63
20187,Jean-Philippe Gbamin,Cote D’Ivoire,Midfielder,25/09/1995,186,
69765,Liam Gibbs,England,Midfielder,16/12/2002,,
2651,Petr Cech,Czech Republic,Goalkeeper,20/05/1982,196,
66509,Flávio Cristóvão,Portugal,Defender,23/05/1997,185,
2678,Rhoys Wiggins,Wales,Defender,04/11/1987,173,
16467,Erik Palmer-Brown,United States,Defender,24/04/1997,187,
10947,Rico Henry,England,Defender,08/07/1997,170,67
2932,Ben Foster,England,Goalkeeper,03/04/1983,193,79
4804,Fernandinho,Brazil,Midfielder,04/05/1985,179,67
5267,Xherdan Shaqiri,Switzerland,Midfielder,10/10/1991,169,
66517,Kaine Hayden,England,Midfielder,25/05/2003,,
14436,Jordi Osei-Tutu,England,Defender,02/10/1998,176,
23747,Anthony Gordon,England,Forward,24/02/2001,,
24238,Marcel Franke,Germany,Defender,05/04/1993,193,
3154,Daniel Sturridge,England,Forward,01/09/1989,188,
14578,Kyle Scott,United States,Midfielder,22/12/1997,172,
4823,Marko Arnautovic,Austria,Forward,19/04/1989,192,
3547,Jack Wilshere,England,Midfielder,01/01/1992,172,
14063,Chris Mepham,Wales,Defender,05/11/1997,191,
32995,Jordan Thomas,England,Defender,02/01/2001,,
9634,Connor Goldson,England,Defender,18/12/1992,191,
4727,Simon Moore,England,Goalkeeper,19/05/1990,191,
51648,Chem Campbell,Wales,Forward,30/12/2002,,
6889,Rachid Ghezzal,Algeria,Midfielder,09/05/1992,182,
94666,Ismaila Coulibaly,Mali,Midfielder,25/12/2000,183,
51631,Keenan Appiah-Forson,England,Midfielder,16/10/2001,,
19673,Ramadan Sobhi,Egypt,Midfielder,23/01/1997,189,
72455,Isaac Mabaya,England,Midfielder,22/09/2004,,
52951,Ki-Jana Hoever,Netherlands,Defender,18/01/2002,180,65
16622,Borja Bastón,Spain,Forward,25/08/1992,186,
53093,William Dennis,England,Goalkeeper,10/07/2000,,
22591,Abdelhamid Sabiri,Germany,Midfielder,28/11/1996,186,
4617,James Ward-Prowse,England,Midfielder,01/11/1994,173,66
64148,Patrik Gunnarsson,Iceland,Goalkeeper,15/11/2000,190,84
10475,Ander Herrera,Spain,Midfielder,14/08/1989,182,
20489,Leon Bailey,Jamaica,Forward,09/08/1997,178,77
108751,Jakub Moder,Poland,Midfielder,07/04/1999,188,78
15967,Mohamed Elyounoussi,Norway,Midfielder,04/08/1994,178,70
24641,Adam Idah,Ireland,Forward,11/02/2001,190,83
3206,Shane Long,Ireland,Forward,22/01/1987,178,81
25467,Enock Mwepu,Zambia,Midfielder,01/01/1998,184,76
14554,Max Sanders,England,Midfielder,04/01/1999,175,
11111,Josip Drmic,Switzerland,Forward,08/08/1992,183,
14808,Joseph Hardy,England,Forward,26/09/1998,170,
30528,Yasser Larouci,France,Defender,01/01/2001,176,
4582,Michael Hector,Jamaica,Defender,19/07/1992,193,
3320,Luke Freeman,England,Midfielder,22/03/1992,181,
11147,Charly Musonda,Belgium,Midfielder,15/10/1996,173,
66722,Bjorn Hardley,Netherlands,Defender,19/12/2002,,
32936,Fousseni Diabaté,Mali,Forward,18/10/1995,175,
4159,Ravel Morrison,Jamaica,Midfielder,02/02/1993,175,
19874,Zak Swanson,England,Defender,28/09/2000,,
3157,Danny Simpson,England,Defender,04/01/1987,176,
32796,Okay Yokuslu,Turkey,Midfielder,09/03/1994,190,
2340,David McGoldrick,Ireland,Forward,29/11/1987,183,
49367,Warren O'Hora,Ireland,Defender,19/04/1999,,
19591,Dimitris Giannoulis,Greece,Defender,17/10/1995,175,62
23687,Ryan Longman,England,Forward,06/11/2000,180,
10483,Rolando Aarons,England,Midfielder,16/11/1995,178,
5178,Mohamed Salah,Egypt,Forward,15/06/1992,175,71
74761,Bruno Guimarães,Brazil,Midfielder,16/11/1997,182,74
19927,Nathanael Ogbeta,England,Defender,28/04/2001,,
20929,Ben Wilmot,England,Defender,04/11/1999,188,
24221,Billy Gilmour,Scotland,Midfielder,11/06/2001,166,60
23599,Timo Werner,Germany,Forward,06/03/1996,180,75
48689,Joseph Anang,England,Goalkeeper,08/06/2000,,
5721,Gaëtan Bong,Cameroon,Defender,25/04/1988,187,
15759,Edimilson Fernandes,Switzerland,Midfielder,15/04/1996,187,
31663,Malachi Fagan-Walcott,England,Defender,11/03/2002,,
4600,Paulo Gazzaniga,Argentina,Goalkeeper,02/01/1992,196,
19844,Meritan Shabani,Germany,Midfielder,15/03/1999,185,
13344,Matthew Cash,Poland,Defender,07/08/1997,185,
13130,Keinan Davis,England,Forward,13/02/1998,191,
2517,Phil Bardsley,Scotland,Defender,28/06/1985,180,74
2270,Aaron Lennon,England,Midfielder,16/04/1987,165,63
32715,Jack Clarke,England,Forward,23/11/2000,181,
13590,Daniel Barlaser,England,Midfielder,18/01/1997,184,
1911,Damien Delaney,Ireland,Defender,20/07/1981,191,
92635,Toti,Portugal,Defender,16/01/1999,187,72
10768,Kalvin Phillips,England,Midfielder,02/12/1995,178,72
74811,Nigel Lonwijk,Netherlands,Defender,27/10/2002,188,
11247,Fabinho,Brazil,Midfielder,23/10/1993,188,78
15154,Dara O'Shea,Ireland,Defender,04/03/1999,188,
4560,Alexander Tettey,Norway,Midfielder,04/04/1986,180,
51416,Ørjan Nyland,Norway,Goalkeeper,10/09/1990,192,
23199,Marco Stiepermann,Germany,Forward,09/02/1991,190,
3958,Ryan Fredericks,England,Defender,10/10/1992,181,74
9417,Jordan Hugill,England,Forward,04/06/1992,183,
5866,Leander Dendoncker,Belgium,Midfielder,15/04/1995,188,83
107830,Melkamu Frauendorf,Germany,Midfielder,12/01/2004,,
14580,Mason Mount,England,Midfielder,10/01/1999,178,70
23793,Calvin Bassey,Nigeria,Defender,31/12/1999,185,
3390,Dan Gosling,England,Midfielder,01/02/1990,183,79
9491,Jack O'Connell,England,Defender,29/03/1994,190,
51582,William Fish,England,Defender,17/02/2003,185,
5179,Ruben Loftus-Cheek,England,Midfielder,23/01/1996,191,88
51435,Connor Barrett,England,Defender,01/03/2002,,
9266,Ben Osborn,England,Midfielder,05/08/1994,176,
9762,Daniel Bachmann,Austria,Goalkeeper,09/07/1994,191,81
3929,Joel Ward,England,Defender,29/10/1989,188,83
114256,Shaqai Forde,England,Midfielder,,,
33335,Leighton Clarkson,England,Midfielder,19/10/2001,175,
4246,Per Mertesacker,Germany,Defender,29/09/1984,198,
20051,Nathan Trott,England,Goalkeeper,21/11/1998,188,
13559,Axel Tuanzebe,England,Defender,14/11/1997,186,
2934,Patrice Evra,France,Defender,15/05/1981,174,
66563,Jay Stansfield,England,Forward,24/11/2002,,
13279,Abdul Rahman Baba,Ghana,Defender,02/07/1994,180,
65987,Sepp van den Berg,Netherlands,Defender,20/12/2001,189,
67217,Zach Awe,England,Defender,09/01/2004,,
13716,Cuco Martina,Curacao,Defender,25/09/1989,185,
32229,Pedro Porro,Spain,Defender,13/09/1999,173,
107891,Oliwier Zych,Poland,Goalkeeper,28/06/2004,,
70133,Dylan Williams,England,Defender,13/09/2003,,
50245,Yves Bissouma,Mali,Midfielder,30/08/1996,182,80
10424,Semi Ajayi,Nigeria,Defender,09/11/1993,193,
64147,Matty Daly,England,Midfielder,10/03/2001,,
49150,Ben Jackson,England,Defender,22/02/2001,,
51226,Nathan Young-Coombes,England,Forward,15/01/2003,,
14631,Morgan Feeney,England,Defender,08/02/1999,190,
7450,Michy Batshuayi,Belgium,Forward,02/10/1993,184,
2423,Steven Davis,Northern Ireland,Midfielder,01/01/1985,173,
20081,Ryan Giles,England,Midfielder,26/01/2000,179,
3945,Ben Marshall,England,Midfielder,29/03/1991,183,
4481,Olivier Giroud,France,Forward,30/09/1986,192,
13485,Bailey Peacock-Farrell,Northern Ireland,Goalkeeper,29/10/1996,193,
64460,Luke Mbete,England,Defender,18/09/2003,,
10727,Marek Rodák,Slovakia,Goalkeeper,13/12/1996,194,
9662,Jacob Murphy,England,Midfielder,24/02/1995,179,74
4713,Isaac Hayden,England,Midfielder,22/03/1995,185,79
70136,Zidane Iqbal,Iraq,Midfielder,27/04/2003,,
3030,Leighton Baines,England,Defender,11/12/1984,170,
19758,Diogo Jota,Portugal,Forward,04/12/1996,178,68
8044,Simon Francis,England,Defender,16/02/1985,183,
3058,Stephen Henderson,Ireland,Goalkeeper,02/05/1988,193,
19968,Lewis Gibson,England,Defender,19/07/2000,185,
66516,Hayden Lindley,England,Midfielder,02/09/2002,,
20261,Wout Weghorst,Netherlands,Forward,07/08/1992,197,84
7013,Jean Michaël Seri,Cote D’Ivoire,Midfielder,19/07/1991,168,
90665,Derek Agyakwa,Netherlands,Defender,19/12/2001,,
11293,Serge Aurier,Cote D’Ivoire,Defender,24/12/1992,176,
19923,Iker Pozo,Spain,Midfielder,06/08/2000,,
19603,Lys Mousset,France,Forward,08/02/1996,184,
10465,Divock Origi,Belgium,Forward,18/04/1995,185,75
52931,Alexandre Jankewitz,Switzerland,Midfielder,25/12/2001,179,
11284,Arthur Masuaku,DR Congo,Defender,07/11/1993,179,70
25309,Juan Foyth,Argentina,Defender,12/01/1998,179,
13815,Kyle Walker-Peters,England,Defender,13/04/1997,173,62
4747,Marco van Ginkel,Netherlands,Midfielder,01/12/1992,180,
21495,Romain Perraud,France,Defender,22/09/1997,173,68
2570,Carl Ikeme,Nigeria,Goalkeeper,08/06/1986,188,
51436,Leo Østigård,Norway,Defender,28/11/1999,182,
3905,Kieran Trippier,England,Defender,19/09/1990,178,71
3513,Gareth Bale,Wales,Forward,16/07/1989,185,
25292,Dimitri Foulquier,Guadeloupe,Defender,23/03/1993,183,
3713,Jack Colback,England,Midfielder,24/10/1989,177,
66590,Abu Kamara,England,Defender,,,
3868,Luke Garbutt,England,Defender,21/05/1993,179,
14623,Beni Baningime,DR Congo,Midfielder,09/09/1998,178,
5879,Aleksandar Mitrovic,Serbia,Forward,16/09/1994,189,
4845,Christian Eriksen,Denmark,Midfielder,14/02/1992,182,76
13193,Jack Simpson,England,Defender,18/12/1996,178,
22040,Mario Vrancic,Bosnia & Herzegovina,Midfielder,23/05/1989,187,
10466,Willy Caballero,Argentina,Goalkeeper,28/09/1981,186,81
66367,James Furlong,Ireland,Defender,07/06/2002,,
51437,Peter Gwargis,Sweden,Midfielder,04/09/2000,,
4351,Ryan Bennett,England,Defender,06/03/1990,188,
4886,Davy Klaassen,Netherlands,Midfielder,21/02/1993,179,
90666,Daniel Phillips,,Midfielder,,,
8148,Stuart Dallas,Northern Ireland,Midfielder,19/04/1991,183,81
